trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
51,0.842439,0.802638,20.6667,0.234618,0.254423,79.2222,-0.308513,-0.350801,10.0222,0.340452,0.447239,107.778,0.536496,0.53618,4.37778,-0.7343,-0.92054,276.222,0.450599,0.469236,24,0.538998,0.60333,33.3111,0.643948,0.56531,98.5556,0.48829,0.552269,11.4222,0.734188,0.61472,5.16667,0.265747,0.394467,7.74444,0.220125,0.207665,143.333,0.494356,0.502943,5.11111,0.178412,0.303507,538.667,0.456612,0.454958,65.5111,0.765221,0.289072,31.9222,0.350776,0.45474,108.611,0.70812,0.600969,-0.467957,1.07474,1.07803,-0.0466854,0.591507,0.558823,-0.202574,0.544491,0.497211,51,4.32591,4.31082,20.6667,4.27691,4.28104,79.2222,4.19898,4.19586,10.0222,4.23048,4.31246,107.778,4.31552,4.28775,4.37778,4.16544,4.20234,276.222,4.34822,4.37548,24,4.31184,4.3083,33.3111,4.28748,4.31667,98.5556,4.33615,4.29529,11.4222,4.35105,4.34384,5.16667,4.34754,4.31772,7.74444,4.36229,4.29511,143.333,4.30073,4.29352,5.11111,4.2971,4.26051,538.667,4.29396,4.29703,65.5111,4.44495,4.19087,31.9222,4.19358,4.30297,108.611,4.50556,4.48785,-0.467957,4.4175,4.3209,-0.0466854,4.31956,4.29322,-0.202574,4.24515,4.15641,All
51.7273,0.837379,0.787437,21,0.195579,0.236644,81,-0.345507,-0.384139,10.1455,0.345837,0.441589,108.545,0.52122,0.535074,4.47273,-0.758944,-0.96637,281.818,0.494067,0.466129,24.3636,0.583893,0.612877,33.7091,0.45077,0.571092,99.9091,0.735154,0.556384,11.5727,0.549905,0.624116,5.22727,0.27941,0.385694,7.90909,0.207559,0.197331,143.909,0.546813,0.498057,5.21818,0.25866,0.284654,550.636,0.41272,0.451848,66.2182,0.756376,0.294462,32.6455,0.342875,0.451043,110.509,0.512152,0.605475,-0.452134,1.07669,1.06009,-0.00758231,0.557756,0.527301,-0.180974,0.548222,0.501823,51.7273,4.35043,4.30978,21,4.25832,4.2803,81,4.17981,4.19223,10.1455,4.23407,4.31365,108.545,4.30953,4.28629,4.47273,4.16676,4.1995,281.818,4.37758,4.37911,24.3636,4.30479,4.31063,33.7091,4.26313,4.32212,99.9091,4.31566,4.29611,11.5727,4.39367,4.35026,5.22727,4.3701,4.31922,7.90909,4.34494,4.29518,143.909,4.24956,4.29361,5.21818,4.24868,4.25793,550.636,4.28632,4.29719,66.2182,4.45194,4.19306,32.6455,4.18177,4.30341,110.509,4.55331,4.50227,-0.452134,4.39432,4.31996,-0.00758231,4.3154,4.29261,-0.180974,4.12804,4.1711,All
52.4545,0.793485,0.772236,21.3333,0.209675,0.218865,82.7778,-0.378914,-0.417478,10.2687,0.350072,0.435939,109.313,0.516897,0.533968,4.56768,-0.783379,-1.0122,287.414,0.538466,0.463022,24.7273,0.628788,0.622424,34.1071,0.399331,0.576873,101.263,0.633098,0.5605,11.7232,0.550992,0.633512,5.28788,0.279473,0.376921,8.07374,0.196804,0.186997,144.485,0.536012,0.493172,5.32525,0.27921,0.2658,562.606,0.369415,0.448738,66.9253,0.747531,0.299853,33.3687,0.340331,0.447347,112.407,0.494671,0.609981,-0.436312,1.07864,1.04216,0.0315207,0.525687,0.495778,-0.159373,0.411727,0.506435,52.4545,4.34071,4.30874,21.3333,4.27183,4.27957,82.7778,4.16266,4.1886,10.2687,4.2372,4.31484,109.313,4.30967,4.28483,4.56768,4.16648,4.19666,287.414,4.40419,4.38274,24.7273,4.29774,4.31296,34.1071,4.23755,4.32756,101.263,4.29139,4.29693,11.7232,4.36468,4.35667,5.28788,4.31126,4.32072,8.07374,4.32366,4.29525,144.485,4.26121,4.29369,5.32525,4.27586,4.25535,562.606,4.27925,4.29734,66.9253,4.45894,4.19525,33.3687,4.17999,4.30384,112.407,4.59157,4.51669,-0.436312,4.37113,4.31903,0.0315207,4.31197,4.292,-0.159373,4.09435,4.18579,All
53.1818,0.725008,0.757034,21.6667,0.223771,0.201086,84.5556,-0.406429,-0.450817,10.3919,0.353224,0.430289,110.081,0.573453,0.532862,4.66263,-0.80752,-1.05803,293.01,0.579368,0.459915,25.0909,0.660833,0.631971,34.5051,0.569414,0.582654,102.616,0.495036,0.564616,11.8737,0.564949,0.642908,5.34848,0.30174,0.368148,8.23838,0.186633,0.176663,145.061,0.505485,0.488287,5.43232,0.246466,0.246946,574.576,0.329757,0.445628,67.6323,0.738686,0.305244,34.0919,0.342647,0.443651,114.305,0.601954,0.614487,-0.42049,1.08059,1.02422,0.0706238,0.50136,0.464256,-0.137773,0.658399,0.511046,53.1818,4.31491,4.3077,21.6667,4.28534,4.27883,84.5556,4.14914,4.18497,10.3919,4.23988,4.31604,110.081,4.35165,4.28336,4.66263,4.16423,4.19382,293.01,4.42848,4.38636,25.0909,4.29544,4.31529,34.5051,4.26647,4.33301,102.616,4.33714,4.29775,11.8737,4.43468,4.36308,5.34848,4.24919,4.32222,8.23838,4.30155,4.29533,145.061,4.2807,4.29378,5.43232,4.30155,4.25277,574.576,4.27335,4.29749,67.6323,4.46593,4.19744,34.0919,4.18757,4.30428,114.305,4.60241,4.53111,-0.42049,4.34795,4.31809,0.0706238,4.31189,4.29138,-0.137773,4.3141,4.20048,All
53.9091,0.652685,0.741833,22,0.237867,0.183307,86.3333,-0.432761,-0.484155,10.5152,0.354639,0.424639,110.848,0.568166,0.531756,4.75758,-0.831553,-1.10386,298.606,0.608118,0.456809,25.4545,0.65433,0.641518,34.903,0.573647,0.588436,103.97,0.592641,0.568732,12.0242,0.774417,0.652303,5.40909,0.339959,0.359374,8.40303,0.177066,0.166329,145.636,0.408103,0.483402,5.53939,0.192846,0.228092,586.545,0.29633,0.442518,68.3394,0.729842,0.310635,34.8152,0.348558,0.439955,116.203,0.638345,0.618993,-0.404667,1.08302,1.00628,0.109727,0.4701,0.432734,-0.116173,0.530919,0.515658,53.9091,4.30254,4.30666,22,4.29886,4.27809,86.3333,4.1364,4.18134,10.5152,4.24186,4.31723,110.848,4.3096,4.2819,4.75758,4.1613,4.19098,298.606,4.44902,4.38999,25.4545,4.30736,4.31762,34.903,4.3318,4.33846,103.97,4.28327,4.29857,12.0242,4.37963,4.3695,5.40909,4.2125,4.32371,8.40303,4.2793,4.2954,145.636,4.26666,4.29387,5.53939,4.26893,4.25019,586.545,4.2691,4.29764,68.3394,4.47293,4.19963,34.8152,4.20157,4.30472,116.203,4.59469,4.54554,-0.404667,4.31722,4.31716,0.109727,4.31355,4.29077,-0.116173,4.17045,4.21517,All
54.6364,0.791134,0.726632,22.3333,0.234251,0.165528,88.1111,-0.455338,-0.517494,10.6384,0.355947,0.418989,111.616,0.524303,0.53065,4.85253,-0.855398,-1.14969,304.202,0.626264,0.453702,25.8182,0.647826,0.651065,35.301,0.68917,0.594217,105.323,0.612126,0.572847,12.1747,0.637727,0.661699,5.4697,0.437121,0.350601,8.56768,0.167724,0.155995,146.212,0.313568,0.478516,5.64646,0.137589,0.209238,598.515,0.262903,0.439408,69.0465,0.720997,0.316026,35.5384,0.357826,0.436258,118.101,0.606829,0.623498,-0.388845,1.0806,0.988345,0.14883,0.39307,0.401212,-0.0945727,0.647979,0.52027,54.6364,4.2939,4.30562,22.3333,4.29848,4.27736,88.1111,4.12638,4.17771,10.6384,4.24379,4.31842,111.616,4.2974,4.28044,4.85253,4.15736,4.18814,304.202,4.46684,4.39361,25.8182,4.31928,4.31995,35.301,4.40815,4.34391,105.323,4.27421,4.29939,12.1747,4.48589,4.37591,5.4697,4.32417,4.32521,8.56768,4.25848,4.29547,146.212,4.2681,4.29396,5.64646,4.2151,4.24761,598.515,4.26485,4.2978,69.0465,4.47992,4.20182,35.5384,4.22094,4.30516,118.101,4.58057,4.55996,-0.388845,4.29248,4.31622,0.14883,4.32674,4.29016,-0.0945727,4.29762,4.22987,All
55.3636,0.821905,0.711431,22.6667,0.230636,0.147749,89.8889,-0.47589,-0.550833,10.7616,0.35653,0.413339,112.384,0.554505,0.529544,4.94747,-0.87891,-1.19552,309.798,0.630579,0.450595,26.1818,0.662675,0.660613,35.699,0.688447,0.599998,106.677,0.514279,0.576963,12.3253,0.636344,0.671095,5.5303,0.486624,0.341828,8.73232,0.158309,0.145661,146.788,0.22391,0.473631,5.75354,0.0959718,0.190385,610.485,0.230099,0.436298,69.7535,0.712152,0.321417,36.2616,0.36991,0.432562,119.999,0.569787,0.628004,-0.373022,1.07055,0.970408,0.187933,0.339694,0.36969,-0.0729725,0.626886,0.524881,55.3636,4.26966,4.30458,22.6667,4.2981,4.27662,89.8889,4.11817,4.17408,10.7616,4.24543,4.31962,112.384,4.29216,4.27898,4.94747,4.15183,4.1853,309.798,4.48087,4.39724,26.1818,4.33619,4.32228,35.699,4.45609,4.34935,106.677,4.21064,4.30021,12.3253,4.49811,4.38233,5.5303,4.40041,4.32671,8.73232,4.23969,4.29554,146.788,4.29609,4.29404,5.75354,4.18898,4.24504,610.485,4.26075,4.29795,69.7535,4.48692,4.20401,36.2616,4.24385,4.3056,119.999,4.57314,4.57438,-0.373022,4.27775,4.31529,0.187933,4.33651,4.28955,-0.0729725,4.21741,4.24456,All
56.0909,0.726161,0.69623,23,0.22702,0.12997,91.6667,-0.495187,-0.584172,10.8848,0.355945,0.407689,113.152,0.623901,0.528438,5.04242,-0.90224,-1.24135,315.394,0.623493,0.447488,26.5455,0.698877,0.67016,36.097,0.701352,0.60578,108.03,0.468373,0.581079,12.4758,0.813263,0.68049,5.59091,0.488467,0.333054,8.89697,0.148642,0.135327,147.364,0.283688,0.468746,5.86061,0.0755848,0.171531,622.455,0.203322,0.433188,70.4606,0.703307,0.326807,36.9848,0.383785,0.428866,121.897,0.574304,0.63251,-0.3572,1.04221,0.952471,0.227036,0.362744,0.338168,-0.0513722,0.476592,0.529493,56.0909,4.24174,4.30354,23,4.29773,4.27589,91.6667,4.11151,4.17045,10.8848,4.24659,4.32081,113.152,4.26623,4.27752,5.04242,4.1455,4.18246,315.394,4.49125,4.40086,26.5455,4.35809,4.32461,36.097,4.45916,4.3548,108.03,4.28169,4.30103,12.4758,4.36391,4.38874,5.59091,4.44122,4.32821,8.89697,4.22519,4.29561,147.364,4.26479,4.29413,5.86061,4.19935,4.24246,622.455,4.25814,4.2981,70.4606,4.49391,4.20621,36.9848,4.26804,4.30603,121.897,4.58215,4.5888,-0.3572,4.28536,4.31435,0.227036,4.33526,4.28894,-0.0513722,4.22782,4.25925,All
56.8182,0.709326,0.681028,23.3333,0.202097,0.112191,93.4444,-0.5139,-0.61751,11.0081,0.353435,0.402039,113.919,0.5129,0.527332,5.13737,-0.925418,-1.28718,320.99,0.611508,0.444381,26.9091,0.735079,0.679707,36.4949,0.537956,0.611561,109.384,0.560998,0.585195,12.6263,0.850995,0.689886,5.65152,0.43156,0.324281,9.06162,0.138861,0.124993,147.939,0.430637,0.46386,5.96768,0.0754461,0.152677,634.424,0.179667,0.430078,71.1677,0.694463,0.332198,37.7081,0.398981,0.42517,123.795,0.6112,0.637016,-0.341377,1.00026,0.934534,0.266139,0.329442,0.306646,-0.029772,0.496763,0.534105,56.8182,4.30095,4.3025,23.3333,4.28402,4.27515,93.4444,4.10612,4.16682,11.0081,4.24697,4.322,113.919,4.15776,4.27605,5.13737,4.13862,4.17962,320.99,4.5,4.40449,26.9091,4.38,4.32694,36.4949,4.28194,4.36025,109.384,4.35909,4.30185,12.6263,4.33214,4.39516,5.65152,4.41839,4.32971,9.06162,4.2125,4.29568,147.939,4.1989,4.29422,5.96768,4.21851,4.23988,634.424,4.25624,4.29825,71.1677,4.50091,4.2084,37.7081,4.29166,4.30647,123.795,4.60209,4.60322,-0.341377,4.30148,4.31342,0.266139,4.3399,4.28832,-0.029772,4.31378,4.27394,All
57.5455,0.665166,0.665827,23.6667,0.177174,0.094412,95.2222,-0.532229,-0.650849,11.1313,0.350683,0.396389,114.687,0.400422,0.526227,5.23232,-0.948224,-1.33301,326.586,0.593759,0.441274,27.2727,0.692368,0.689254,36.8929,0.519634,0.617342,110.737,0.600438,0.58931,12.7768,0.684215,0.699282,5.71212,0.365538,0.315508,9.22626,0.12908,0.114659,148.515,0.47546,0.458975,6.07475,0.0886433,0.133823,646.394,0.157845,0.426968,71.8747,0.685618,0.337589,38.4313,0.414727,0.421473,125.693,0.660768,0.641522,-0.325555,0.940679,0.916598,0.305242,0.233093,0.275124,-0.00817175,0.408773,0.538716,57.5455,4.32064,4.30146,23.6667,4.27031,4.27442,95.2222,4.10195,4.16319,11.1313,4.24724,4.3232,114.687,4.26396,4.27459,5.23232,4.13052,4.17678,326.586,4.50644,4.40812,27.2727,4.37825,4.32927,36.8929,4.39094,4.3657,110.737,4.34455,4.30267,12.7768,4.47308,4.40157,5.71212,4.3841,4.33121,9.22626,4.19981,4.29575,148.515,4.2389,4.2943,6.07475,4.23104,4.2373,646.394,4.25472,4.29841,71.8747,4.5079,4.21059,38.4313,4.31316,4.30691,125.693,4.62434,4.61764,-0.325555,4.32588,4.31248,0.305242,4.35115,4.28771,-0.00817175,4.22958,4.28863,All
58.2727,0.680812,0.650626,24,0.152251,0.076633,97,-0.550238,-0.684188,11.2545,0.34793,0.390739,115.455,0.416582,0.525121,5.32727,-0.970759,-1.37884,332.182,0.568612,0.438167,27.6364,0.623351,0.698801,37.2909,0.590253,0.623124,112.091,0.515608,0.593426,12.9273,0.69886,0.708677,5.77273,0.304533,0.306735,9.39091,0.119125,0.104325,149.091,0.501708,0.45409,6.18182,0.104769,0.114969,658.364,0.13927,0.423858,72.5818,0.676773,0.34298,39.1545,0.430696,0.417777,127.591,0.707484,0.646028,-0.309733,0.86454,0.898661,0.344345,0.198334,0.243602,0.0134285,0.646372,0.543328,58.2727,4.33216,4.30042,24,4.2566,4.27368,97,4.0988,4.15956,11.2545,4.24752,4.32439,115.455,4.30199,4.27313,5.32727,4.12165,4.17394,332.182,4.50938,4.41174,27.6364,4.36863,4.3316,37.2909,4.44535,4.37115,112.091,4.29544,4.30349,12.9273,4.46999,4.40799,5.77273,4.34888,4.3327,9.39091,4.18973,4.29582,149.091,4.29205,4.29439,6.18182,4.23611,4.23472,658.364,4.25385,4.29856,72.5818,4.5149,4.21278,39.1545,4.33186,4.30735,127.591,4.64416,4.63206,-0.309733,4.34986,4.31155,0.344345,4.27187,4.2871,0.0134285,4.2781,4.30333,All
59,0.811314,0.635425,24.3333,0.129178,0.058854,98.7778,-0.567216,-0.717526,11.3778,0.345178,0.385089,116.222,0.497081,0.524015,5.42222,-0.99293,-1.42467,337.778,0.540284,0.43506,28,0.554335,0.708348,37.6889,0.562045,0.628905,113.444,0.568994,0.597542,13.0778,0.779462,0.718073,5.83333,0.254442,0.297961,9.55556,0.108926,0.0939914,149.667,0.492968,0.449205,6.28889,0.114425,0.0961157,670.333,0.129383,0.420748,73.2889,0.667928,0.348371,39.8778,0.44659,0.414081,129.489,0.728976,0.650534,-0.29391,0.817561,0.880724,0.383448,0.176954,0.21208,0.0350287,0.481084,0.54794,59,4.35201,4.29938,24.3333,4.24912,4.27294,98.7778,4.09915,4.15593,11.3778,4.2478,4.32558,116.222,4.27529,4.27167,5.42222,4.11229,4.1711,337.778,4.5101,4.41537,28,4.35901,4.33393,37.6889,4.404,4.37659,113.444,4.24018,4.30431,13.0778,4.4091,4.4144,5.83333,4.32059,4.3342,9.55556,4.18312,4.29589,149.667,4.34898,4.29448,6.28889,4.23511,4.23214,670.333,4.25384,4.29871,73.2889,4.52189,4.21497,39.8778,4.34847,4.30779,129.489,4.65077,4.64648,-0.29391,4.37315,4.31061,0.383448,4.21617,4.28649,0.0350287,4.26655,4.31802,All
59.7273,0.65961,0.620224,24.6667,0.106104,0.041075,100.556,-0.584193,-0.750865,11.501,0.342426,0.379439,116.99,0.517693,0.522909,5.51717,-1.01391,-1.47049,343.374,0.509929,0.431953,28.3636,0.650766,0.717895,38.0869,0.636309,0.634686,114.798,0.656339,0.601658,13.2283,0.833888,0.727469,5.89394,0.213281,0.289188,9.7202,0.0985268,0.0836575,150.242,0.486396,0.444319,6.39596,0.115355,0.0772619,682.303,0.122989,0.417638,73.996,0.659084,0.353762,40.601,0.461859,0.410385,131.387,0.713125,0.655039,-0.278088,0.810954,0.862787,0.422551,0.155556,0.180558,0.056629,0.476704,0.552551,59.7273,4.36686,4.29834,24.6667,4.24163,4.27221,100.556,4.0995,4.1523,11.501,4.24807,4.32678,116.99,4.24772,4.27021,5.51717,4.10134,4.16826,343.374,4.50824,4.41899,28.3636,4.31745,4.33626,38.0869,4.42271,4.38204,114.798,4.31864,4.30513,13.2283,4.372,4.42082,5.89394,4.29798,4.3357,9.7202,4.17921,4.29596,150.242,4.39057,4.29457,6.39596,4.22992,4.22956,682.303,4.25415,4.29887,73.996,4.52889,4.21716,40.601,4.36186,4.30823,131.387,4.63999,4.6609,-0.278088,4.39365,4.30968,0.422551,4.27674,4.28587,0.056629,4.3266,4.33271,All
60.4545,0.607603,0.605022,25,0.0830309,0.023296,102.333,-0.60117,-0.784204,11.6242,0.339349,0.373789,117.758,0.467781,0.521803,5.61212,-1.03489,-1.51632,348.97,0.479551,0.428847,28.7273,0.747198,0.727442,38.4848,0.814109,0.640468,116.152,0.518883,0.605774,13.3788,0.861497,0.736864,5.95455,0.195524,0.280415,9.88485,0.0881274,0.0733235,150.818,0.482805,0.439434,6.50303,0.108648,0.0584081,694.273,0.116595,0.414528,74.703,0.650239,0.359152,41.3242,0.476956,0.406688,133.285,0.670263,0.659545,-0.262265,0.88461,0.84485,0.461654,0.127841,0.149036,0.0782292,0.620053,0.557163,60.4545,4.30396,4.2973,25,4.23415,4.27147,102.333,4.09986,4.14867,11.6242,4.24821,4.32797,117.758,4.2547,4.26874,5.61212,4.09038,4.16542,348.97,4.50437,4.42262,28.7273,4.27589,4.33859,38.4848,4.43263,4.38749,116.152,4.32334,4.30595,13.3788,4.37849,4.42723,5.95455,4.29027,4.3372,9.88485,4.1753,4.29603,150.818,4.41109,4.29465,6.50303,4.22264,4.22699,694.273,4.25446,4.29902,74.703,4.53588,4.21935,41.3242,4.37478,4.30866,133.285,4.61735,4.67532,-0.262265,4.39797,4.30874,0.461654,4.30025,4.28526,0.0782292,4.3693,4.3474,All
61.1818,0.606699,0.589821,25.3333,0.0635893,0.00551705,104.111,-0.618148,-0.817542,11.7475,0.334946,0.368139,118.525,0.4388,0.520697,5.70707,-1.05587,-1.56215,354.566,0.450133,0.42574,29.0909,0.808936,0.736989,38.8828,0.84318,0.646249,117.505,0.674872,0.609889,13.5293,0.86713,0.74626,6.01515,0.180367,0.271641,10.0495,0.077652,0.0629896,151.394,0.480988,0.434549,6.6101,0.095937,0.0395544,706.242,0.110201,0.411418,75.4101,0.641394,0.364543,42.0475,0.490843,0.402992,135.183,0.615406,0.664051,-0.246443,0.912275,0.826913,0.500757,0.1117,0.117514,0.0998295,0.505628,0.561775,61.1818,4.2417,4.29626,25.3333,4.23417,4.27074,104.111,4.10021,4.14504,11.7475,4.24781,4.32916,118.525,4.25732,4.26728,5.70707,4.07943,4.16258,354.566,4.49884,4.42624,29.0909,4.25419,4.34092,38.8828,4.36967,4.39294,117.505,4.34173,4.30677,13.5293,4.43515,4.43365,6.01515,4.28422,4.3387,10.0495,4.17232,4.2961,151.394,4.41368,4.29474,6.6101,4.21556,4.22441,706.242,4.25476,4.29917,75.4101,4.54288,4.22154,42.0475,4.38501,4.3091,135.183,4.59053,4.68974,-0.246443,4.34684,4.30781,0.500757,4.32368,4.28465,0.0998295,4.33299,4.36209,All
61.9091,0.579655,0.57462,25.6667,0.0441478,-0.012262,105.889,-0.635125,-0.850881,11.8707,0.330542,0.362488,119.293,0.430385,0.519591,5.80202,-1.07685,-1.60798,360.162,0.423154,0.422633,29.4545,0.766594,0.746536,39.2808,0.795677,0.65203,118.859,0.639407,0.614005,13.6798,0.855459,0.755656,6.07576,0.16521,0.262868,10.2141,0.0669322,0.0526556,151.97,0.479989,0.429664,6.71717,0.0790116,0.0207006,718.212,0.103807,0.408308,76.1172,0.632549,0.369934,42.7707,0.503544,0.399296,137.081,0.56393,0.668557,-0.23062,0.904831,0.808976,0.53986,0.104299,0.0859916,0.12143,0.722717,0.566386,61.9091,4.32126,4.29522,25.6667,4.23419,4.27,105.889,4.10056,4.14141,11.8707,4.2474,4.33036,119.293,4.25454,4.26582,5.80202,4.06847,4.15974,360.162,4.49115,4.42987,29.4545,4.29209,4.34325,39.2808,4.33899,4.39838,118.859,4.36306,4.30759,13.6798,4.49773,4.44006,6.07576,4.27816,4.3402,10.2141,4.17227,4.29617,151.97,4.40799,4.29483,6.71717,4.21082,4.22183,718.212,4.25507,4.29932,76.1172,4.54987,4.22373,42.7707,4.39362,4.30954,137.081,4.56731,4.70417,-0.23062,4.28013,4.30687,0.53986,4.34659,4.28404,0.12143,4.39264,4.37679,All
62.6364,0.567763,0.559419,26,0.0247063,-0.0300409,107.667,-0.652102,-0.88422,11.9939,0.326139,0.356838,120.061,0.439037,0.518485,5.89697,-1.09783,-1.65381,365.758,0.398119,0.419526,29.8182,0.724251,0.756083,39.6788,0.74818,0.657812,120.212,0.576269,0.618121,13.8303,0.83018,0.765051,6.13636,0.163398,0.254095,10.3788,0.056076,0.0423217,152.545,0.479024,0.424778,6.82424,0.0590841,0.0018468,730.182,0.0974131,0.405198,76.8242,0.623705,0.375325,43.4939,0.514766,0.395599,138.979,0.530371,0.673063,-0.214798,0.870843,0.791039,0.578963,0.0290469,0.0544696,0.14303,0.674157,0.570998,62.6364,4.29524,4.29418,26,4.23422,4.26927,107.667,4.10091,4.13778,11.9939,4.24699,4.33155,120.061,4.24655,4.26436,5.89697,4.05752,4.1569,365.758,4.48198,4.4335,29.8182,4.32999,4.34557,39.6788,4.39746,4.40383,120.212,4.35541,4.30841,13.8303,4.51076,4.44647,6.13636,4.28061,4.34169,10.3788,4.1737,4.29624,152.545,4.38717,4.29492,6.82424,4.20967,4.21925,730.182,4.25538,4.29948,76.8242,4.55687,4.22592,43.4939,4.40069,4.30998,138.979,4.55507,4.71859,-0.214798,4.22675,4.30594,0.578963,4.27592,4.28343,0.14303,4.41763,4.39148,All
