trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtAnionGap_abscissa,trans_Cl_vs_logtAnionGap_spline,trans_Cl_vs_logtAnionGap_regression,trans_Cl_vs_logtBUN_abscissa,trans_Cl_vs_logtBUN_spline,trans_Cl_vs_logtBUN_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtGlucose_abscissa,trans_Cl_vs_logtGlucose_spline,trans_Cl_vs_logtGlucose_regression,trans_Cl_vs_logtHCO3_abscissa,trans_Cl_vs_logtHCO3_spline,trans_Cl_vs_logtHCO3_regression,trans_Cl_vs_logtHCT_abscissa,trans_Cl_vs_logtHCT_spline,trans_Cl_vs_logtHCT_regression,trans_Cl_vs_logtHb_abscissa,trans_Cl_vs_logtHb_spline,trans_Cl_vs_logtHb_regression,trans_Cl_vs_logtK_abscissa,trans_Cl_vs_logtK_spline,trans_Cl_vs_logtK_regression,trans_Cl_vs_logtLacticAcid_abscissa,trans_Cl_vs_logtLacticAcid_spline,trans_Cl_vs_logtLacticAcid_regression,trans_Cl_vs_logtP_abscissa,trans_Cl_vs_logtP_spline,trans_Cl_vs_logtP_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtAnionGap_abscissa,trans_V_vs_logtAnionGap_spline,trans_V_vs_logtAnionGap_regression,trans_V_vs_logtBUN_abscissa,trans_V_vs_logtBUN_spline,trans_V_vs_logtBUN_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtGlucose_abscissa,trans_V_vs_logtGlucose_spline,trans_V_vs_logtGlucose_regression,trans_V_vs_logtHCO3_abscissa,trans_V_vs_logtHCO3_spline,trans_V_vs_logtHCO3_regression,trans_V_vs_logtHCT_abscissa,trans_V_vs_logtHCT_spline,trans_V_vs_logtHCT_regression,trans_V_vs_logtHb_abscissa,trans_V_vs_logtHb_spline,trans_V_vs_logtHb_regression,trans_V_vs_logtK_abscissa,trans_V_vs_logtK_spline,trans_V_vs_logtK_regression,trans_V_vs_logtLacticAcid_abscissa,trans_V_vs_logtLacticAcid_spline,trans_V_vs_logtLacticAcid_regression,trans_V_vs_logtP_abscissa,trans_V_vs_logtP_spline,trans_V_vs_logtP_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
42.2727,1.04217,0.987437,16.6667,0.460443,0.469277,57.8889,-0.131276,0.00150839,8.54343,0.492824,0.519341,98.5657,0.530958,0.57224,3.23838,-0.41211,-0.388652,209.071,0.369083,0.50968,19.6364,0.51961,0.486466,28.5354,0.460574,0.477235,82.3131,0.697128,0.510388,9.61616,0.515324,0.491506,4.43939,0.512324,0.516063,5.76869,0.324095,0.307502,136.424,0.619487,0.575858,3.82626,0.460637,0.535842,395.03,0.458598,0.516593,57.0263,0.798539,0.13664,23.2434,0.552797,0.501493,85.8354,0.603409,0.556928,-0.657826,1.10884,1.29306,-0.297665,0.81647,0.809157,-1.59673,1.51929,1.68453,-0.515922,0.996519,0.952594,-0.566135,0.500694,0.589467,-0.411854,0.282888,0.239833,-0.276265,0.317371,0.347981,-0.286564,0.311017,0.280301,-0.102821,0.642369,0.594339,-0.259726,0.622467,0.59443,-1.11217,0.85283,1.31617,-0.461777,0.387831,0.412703,42.2727,4.2645,4.30846,16.6667,4.27861,4.29057,57.8889,4.23261,4.25054,8.54343,4.28437,4.30232,98.5657,4.3629,4.29497,3.23838,4.15963,4.22954,209.071,4.33825,4.33729,19.6364,4.27418,4.28269,28.5354,4.31025,4.23743,82.3131,4.39181,4.28793,9.61616,4.24701,4.25897,4.43939,4.27388,4.29812,5.76869,4.3625,4.29872,136.424,4.30015,4.28739,3.82626,4.24752,4.29064,395.03,4.22953,4.29316,57.0263,4.3711,4.19613,23.2434,4.38618,4.30212,85.8354,4.33314,4.31163,-0.657826,4.25303,4.30703,-0.297665,4.29408,4.29459,-1.59673,4.21631,4.35228,-0.515922,4.33396,4.3019,-0.566135,4.18196,4.21351,-0.411854,4.24976,4.24702,-0.276265,4.1652,4.13806,-0.286564,4.12529,4.13625,-0.102821,4.27421,4.28142,-0.259726,4.28811,4.28464,-1.11217,4.2104,4.3538,-0.461777,4.07369,4.00917,All
43,1.03497,0.97241,17,0.466475,0.450025,59.6667,-0.0874336,-0.0355834,8.66667,0.639156,0.512969,99.3333,0.544277,0.569336,3.33333,-0.456557,-0.435768,214.667,0.21331,0.506172,20,0.573332,0.497836,28.9333,0.433569,0.48645,83.6667,0.468867,0.514502,9.76667,0.518898,0.505335,4.5,0.580822,0.509211,5.93333,0.337149,0.295598,137,0.614604,0.56943,3.93333,0.441505,0.514415,407,0.464005,0.514578,57.7333,0.791331,0.143657,23.9667,0.514007,0.497337,87.7333,0.481031,0.563101,-0.642004,1.08354,1.27531,-0.278758,0.8157,0.792271,-1.54445,1.49359,1.64682,-0.476819,0.954631,0.920435,-0.536148,0.661934,0.58721,-0.394634,0.304945,0.252645,-0.263629,0.346593,0.357373,-0.272301,0.32092,0.29394,-0.0904594,0.637562,0.588536,-0.224226,0.584224,0.587617,-1.0787,0.857082,1.29279,-0.440177,0.361424,0.419037,43,4.30776,4.30789,17,4.29035,4.29029,59.6667,4.29201,4.24775,8.66667,4.40238,4.30473,99.3333,4.36992,4.29459,3.33333,4.14263,4.22642,214.667,4.25982,4.34152,20,4.26975,4.28436,28.9333,4.23605,4.24454,83.6667,4.35988,4.28834,9.76667,4.27342,4.26704,4.5,4.30313,4.29952,5.93333,4.36194,4.29907,137,4.33674,4.28836,3.93333,4.24585,4.28875,407,4.23759,4.29326,57.7333,4.37687,4.19776,23.9667,4.36641,4.30306,87.7333,4.30234,4.32475,-0.642004,4.24611,4.30667,-0.278758,4.30072,4.2944,-1.54445,4.22891,4.35027,-0.476819,4.32959,4.30109,-0.536148,4.20856,4.21771,-0.394634,4.26253,4.24888,-0.263629,4.18457,4.14529,-0.272301,4.26337,4.14419,-0.0904594,4.26737,4.28269,-0.224226,4.27134,4.28566,-1.0787,4.22203,4.35191,-0.440177,4.02186,4.02244,All
43.7273,0.991535,0.957383,17.3333,0.453456,0.430773,61.4444,-0.0511594,-0.0726752,8.7899,0.383112,0.506598,100.101,0.622514,0.566432,3.42828,-0.49737,-0.482883,220.263,0.318848,0.502664,20.3636,0.585384,0.509207,29.3313,0.548203,0.495664,85.0202,0.518435,0.518616,9.91717,0.561496,0.519163,4.56061,0.526058,0.502358,6.09798,0.340891,0.283694,137.576,0.640522,0.563002,4.0404,0.485097,0.492988,418.97,0.446323,0.512564,58.4404,0.784123,0.150674,24.6899,0.53495,0.493181,89.6313,0.757592,0.569273,-0.626181,1.08278,1.25755,-0.259851,0.814595,0.775386,-1.49216,1.4679,1.60912,-0.437716,0.912505,0.888277,-0.506161,0.747952,0.584953,-0.377414,0.316231,0.265457,-0.250993,0.373423,0.366764,-0.258038,0.300351,0.307578,-0.078098,0.630596,0.582732,-0.188726,0.61273,0.580805,-1.04522,0.863859,1.26941,-0.418576,0.311176,0.425371,43.7273,4.34613,4.30732,17.3333,4.29599,4.29002,61.4444,4.25203,4.24496,8.7899,4.33247,4.30714,100.101,4.33337,4.2942,3.42828,4.13155,4.22329,220.263,4.25727,4.34575,20.3636,4.28254,4.28603,29.3313,4.23521,4.25165,85.0202,4.27438,4.28876,9.91717,4.25617,4.27511,4.56061,4.28823,4.30092,6.09798,4.36523,4.29942,137.576,4.31177,4.28933,4.0404,4.27095,4.28686,418.97,4.2743,4.29335,58.4404,4.38264,4.19939,24.6899,4.33005,4.304,89.6313,4.35984,4.33787,-0.626181,4.23733,4.3063,-0.259851,4.30742,4.29421,-1.49216,4.24152,4.34826,-0.437716,4.32475,4.30028,-0.506161,4.21429,4.22192,-0.377414,4.26669,4.25074,-0.250993,4.19935,4.15252,-0.258038,4.20514,4.15212,-0.078098,4.26412,4.28396,-0.188726,4.27911,4.28668,-1.04522,4.23604,4.35002,-0.418576,3.95466,4.03571,All
44.4545,0.917715,0.942357,17.6667,0.440437,0.411521,63.2222,-0.0411335,-0.109767,8.91313,0.47696,0.500227,100.869,0.553637,0.563529,3.52323,-0.534902,-0.529999,225.859,0.475084,0.499155,20.7273,0.597436,0.520577,29.7293,0.519182,0.504879,86.3737,0.533353,0.52273,10.0677,0.746969,0.532991,4.62121,0.48175,0.495506,6.26263,0.338617,0.271789,138.152,0.653414,0.556573,4.14747,0.484118,0.471561,430.939,0.430442,0.510549,59.1475,0.776914,0.157691,25.4131,0.60698,0.489024,91.5293,0.674973,0.575445,-0.610359,1.08367,1.2398,-0.240944,0.81349,0.7585,-1.43988,1.43863,1.57141,-0.398613,0.87038,0.856119,-0.476174,0.593365,0.582696,-0.360195,0.327516,0.278269,-0.238357,0.355886,0.376156,-0.243776,0.21198,0.321217,-0.0657367,0.608858,0.576929,-0.153225,0.60417,0.573992,-1.01174,0.870636,1.24603,-0.396976,0.315733,0.431705,44.4545,4.35796,4.30674,17.6667,4.30164,4.28975,63.2222,4.1521,4.24216,8.91313,4.28759,4.30955,100.869,4.31144,4.29381,3.52323,4.12556,4.22016,225.859,4.31325,4.34998,20.7273,4.29533,4.2877,29.7293,4.31095,4.25876,86.3737,4.27069,4.28917,10.0677,4.39526,4.28318,4.62121,4.2719,4.30233,6.26263,4.37071,4.29977,138.152,4.29802,4.2903,4.14747,4.24575,4.28497,430.939,4.31635,4.29345,59.1475,4.3884,4.20102,25.4131,4.30787,4.30494,91.5293,4.42353,4.35099,-0.610359,4.2291,4.30593,-0.240944,4.31413,4.29402,-1.43988,4.25725,4.34625,-0.398613,4.31992,4.29946,-0.476174,4.18255,4.22613,-0.360195,4.27086,4.2526,-0.238357,4.17303,4.15975,-0.243776,4.05473,4.16005,-0.0657367,4.28547,4.28523,-0.153225,4.28703,4.2877,-1.01174,4.25005,4.34813,-0.396976,3.97313,4.04898,All
45.1818,0.840055,0.92733,18,0.427418,0.392269,65,-0.0456486,-0.146859,9.03636,0.448995,0.493855,101.636,0.558091,0.560625,3.61818,-0.569505,-0.577115,231.455,0.511806,0.495647,21.0909,0.612373,0.531948,30.1273,0.517522,0.514094,87.7273,0.257302,0.526844,10.2182,0.37205,0.54682,4.68182,0.45686,0.488653,6.42727,0.328255,0.259885,138.727,0.629836,0.550145,4.25455,0.511116,0.450134,442.909,0.441437,0.508534,59.8545,0.769706,0.164709,26.1364,0.638429,0.484868,93.4273,0.528983,0.581617,-0.594536,1.09811,1.22205,-0.222037,0.812385,0.741615,-1.38759,1.40802,1.53371,-0.35951,0.83388,0.823961,-0.446187,0.514916,0.580438,-0.342975,0.338802,0.29108,-0.225721,0.280839,0.385548,-0.229513,0.138677,0.334855,-0.0533753,0.586923,0.571125,-0.117725,0.562437,0.567179,-0.978266,0.879256,1.22265,-0.375376,0.397464,0.438039,45.1818,4.35576,4.30617,18,4.30728,4.28948,65,4.10971,4.23937,9.03636,4.30284,4.31196,101.636,4.3256,4.29342,3.61818,4.1238,4.21704,231.455,4.38597,4.3542,21.0909,4.30393,4.28938,30.1273,4.35953,4.26587,87.7273,4.23139,4.28958,10.2182,4.28092,4.29125,4.68182,4.25292,4.30373,6.42727,4.37842,4.30012,138.727,4.31569,4.29127,4.25455,4.3035,4.28308,442.909,4.34219,4.29355,59.8545,4.39417,4.20265,26.1364,4.28676,4.30589,93.4273,4.30634,4.36411,-0.594536,4.22544,4.30557,-0.222037,4.32084,4.29384,-1.38759,4.27413,4.34424,-0.35951,4.30759,4.29865,-0.446187,4.1821,4.23034,-0.342975,4.27502,4.25446,-0.225721,4.1116,4.16698,-0.229513,4.08437,4.16798,-0.0533753,4.30682,4.2865,-0.117725,4.2951,4.28872,-0.978266,4.26625,4.34624,-0.375376,4.08973,4.06225,All
45.9091,0.805561,0.912304,18.3333,0.39137,0.373016,66.7778,-0.0603839,-0.183951,9.1596,0.471983,0.487484,102.404,0.582455,0.557721,3.71313,-0.601528,-0.624231,237.051,0.489648,0.492138,21.4545,0.635962,0.543318,30.5253,0.634223,0.523308,89.0808,0.565034,0.530959,10.3687,0.522869,0.560648,4.74242,0.449614,0.481801,6.59192,0.312431,0.247981,139.303,0.58992,0.543717,4.36162,0.512196,0.428707,454.879,0.484331,0.50652,60.5616,0.762498,0.171726,26.8596,0.619816,0.480712,95.3253,0.689927,0.587789,-0.578714,1.11278,1.20429,-0.20313,0.798524,0.724729,-1.33531,1.37742,1.496,-0.320407,0.802026,0.791803,-0.4162,0.691439,0.578181,-0.325755,0.347715,0.303892,-0.213085,0.238966,0.394939,-0.21525,0.251407,0.348494,-0.0410139,0.557637,0.565322,-0.0822249,0.515314,0.560367,-0.944789,0.888362,1.19926,-0.353776,0.457641,0.444373,45.9091,4.35929,4.3056,18.3333,4.29605,4.28921,66.7778,4.16092,4.23658,9.1596,4.29784,4.31436,102.404,4.30758,4.29303,3.71313,4.12544,4.21391,237.051,4.37882,4.35843,21.4545,4.29993,4.29105,30.5253,4.35352,4.27298,89.0808,4.25596,4.29,10.3687,4.2737,4.29932,4.74242,4.27211,4.30514,6.59192,4.38674,4.30047,139.303,4.31118,4.29224,4.36162,4.35225,4.28119,454.879,4.34312,4.29364,60.5616,4.39994,4.20429,26.8596,4.2671,4.30683,95.3253,4.39218,4.37723,-0.578714,4.22469,4.3052,-0.20313,4.32355,4.29365,-1.33531,4.29102,4.34223,-0.320407,4.28908,4.29784,-0.4162,4.27703,4.23454,-0.325755,4.28102,4.25632,-0.213085,4.09075,4.17421,-0.21525,4.19559,4.17591,-0.0410139,4.32817,4.28777,-0.0822249,4.27694,4.28974,-0.944789,4.28303,4.34435,-0.353776,4.1273,4.07552,All
46.6364,0.873157,0.897277,18.6667,0.355323,0.353764,68.5556,-0.0876965,-0.221042,9.28283,0.450381,0.481112,103.172,0.592905,0.554817,3.80808,-0.631325,-0.671347,242.646,0.455345,0.48863,21.8182,0.659552,0.554689,30.9232,0.692796,0.532523,90.4343,0.570601,0.535073,10.5192,0.5594,0.574476,4.80303,0.450115,0.474948,6.75657,0.29213,0.236076,139.879,0.5353,0.537289,4.46869,0.507036,0.40728,466.848,0.537112,0.504505,61.2687,0.755289,0.178743,27.5828,0.571565,0.476556,97.2232,0.64118,0.593961,-0.562891,1.12829,1.18654,-0.184222,0.759825,0.707844,-1.28303,1.33723,1.4583,-0.281304,0.770173,0.759645,-0.386213,0.596402,0.575924,-0.308535,0.354205,0.316704,-0.200449,0.347362,0.404331,-0.200988,0.338532,0.362132,-0.0286526,0.528351,0.559518,-0.0467247,0.512872,0.553554,-0.911312,0.898458,1.17588,-0.332175,0.415513,0.450707,46.6364,4.38991,4.30502,18.6667,4.28482,4.28894,68.5556,4.23873,4.23378,9.28283,4.3407,4.31677,103.172,4.26276,4.29264,3.80808,4.12962,4.21078,242.646,4.3167,4.36266,21.8182,4.29594,4.29272,30.9232,4.29203,4.28009,90.4343,4.28966,4.29041,10.5192,4.3567,4.30739,4.80303,4.30783,4.30654,6.75657,4.39417,4.30082,139.879,4.2867,4.29321,4.46869,4.29211,4.2793,466.848,4.32956,4.29374,61.2687,4.40571,4.20592,27.5828,4.25442,4.30777,97.2232,4.43491,4.39035,-0.562891,4.23414,4.30484,-0.184222,4.31846,4.29346,-1.28303,4.29692,4.34022,-0.281304,4.27057,4.29703,-0.386213,4.28462,4.23875,-0.308535,4.2889,4.25817,-0.200449,4.15994,4.18144,-0.200988,4.18435,4.18384,-0.0286526,4.34952,4.28904,-0.0467247,4.28576,4.29077,-0.911312,4.30134,4.34246,-0.332175,4.03926,4.08879,All
47.3636,0.922951,0.88225,19,0.319275,0.334512,70.3333,-0.129809,-0.258134,9.40606,0.413572,0.474741,103.939,0.540144,0.551914,3.90303,-0.659247,-0.718463,248.242,0.42493,0.485122,22.1818,0.6814,0.56606,31.3212,0.485243,0.541738,91.7879,0.548865,0.539187,10.6697,0.651376,0.588305,4.86364,0.45415,0.468096,6.92121,0.269897,0.224172,140.455,0.517968,0.530861,4.57576,0.280568,0.385853,478.818,0.575937,0.50249,61.9758,0.748081,0.18576,28.3061,0.512488,0.472399,99.1212,0.592822,0.600133,-0.547069,1.14011,1.16879,-0.165315,0.721126,0.690958,-1.23074,1.29437,1.42059,-0.242201,0.738686,0.727486,-0.356226,0.402353,0.573667,-0.291316,0.360696,0.329515,-0.187814,0.456576,0.413722,-0.186725,0.383971,0.375771,-0.0162912,0.564494,0.553714,-0.0112244,0.579717,0.546742,-0.877836,0.909277,1.1525,-0.310575,0.335527,0.457041,47.3636,4.38308,4.30445,19,4.27358,4.28867,70.3333,4.29067,4.23099,9.40606,4.33836,4.31918,103.939,4.24883,4.29225,3.90303,4.13551,4.20766,248.242,4.26145,4.36689,22.1818,4.29531,4.29439,31.3212,4.37182,4.28719,91.7879,4.21659,4.29083,10.6697,4.3451,4.31546,4.86364,4.34665,4.30795,6.92121,4.39996,4.30117,140.455,4.28567,4.29419,4.57576,4.2414,4.27742,478.818,4.31289,4.29384,61.9758,4.41147,4.20755,28.3061,4.25196,4.30872,99.1212,4.43282,4.40347,-0.547069,4.24982,4.30447,-0.165315,4.31337,4.29327,-1.23074,4.29977,4.33821,-0.242201,4.27858,4.29621,-0.356226,4.13171,4.24296,-0.291316,4.29678,4.26003,-0.187814,4.18203,4.18867,-0.186725,4.21,4.19178,-0.0162912,4.33752,4.29032,-0.0112244,4.33959,4.29179,-0.877836,4.32077,4.34057,-0.310575,4.0301,4.10206,All
48.0909,0.93305,0.867224,19.3333,0.306534,0.31526,72.1111,-0.183988,-0.295226,9.52929,0.380859,0.46837,104.707,0.59586,0.54901,3.99798,-0.68562,-0.765579,253.838,0.409376,0.481613,22.5455,0.701507,0.57743,31.7192,0.697359,0.550952,93.1414,0.465295,0.543301,10.8202,0.724364,0.602133,4.92424,0.43598,0.461243,7.08586,0.246487,0.212268,141.03,0.513573,0.524433,4.68283,0.460032,0.364426,490.788,0.591573,0.500476,62.6828,0.740872,0.192778,29.0293,0.453444,0.468243,101.019,0.606854,0.606305,-0.531247,1.14616,1.15103,-0.146408,0.682427,0.674073,-1.17846,1.25834,1.38289,-0.203098,0.707517,0.695328,-0.326239,0.421054,0.57141,-0.274096,0.367186,0.342327,-0.175178,0.279655,0.423114,-0.172462,0.418248,0.389409,-0.00392983,0.602107,0.547911,0.0242759,0.587383,0.539929,-0.844359,0.920786,1.12912,-0.288975,0.482592,0.463374,48.0909,4.33337,4.30387,19.3333,4.29414,4.2884,72.1111,4.30458,4.2282,9.52929,4.31239,4.32159,104.707,4.30429,4.29186,3.99798,4.14225,4.20453,253.838,4.24712,4.37112,22.5455,4.29806,4.29606,31.7192,4.25518,4.2943,93.1414,4.32339,4.29124,10.8202,4.29783,4.32353,4.92424,4.3532,4.30935,7.08586,4.40092,4.30152,141.03,4.29293,4.29516,4.68283,4.27602,4.27553,490.788,4.29913,4.29394,62.6828,4.41724,4.20918,29.0293,4.25375,4.30966,101.019,4.45953,4.41659,-0.531247,4.27527,4.30411,-0.146408,4.30828,4.29308,-1.17846,4.30216,4.3362,-0.203098,4.30958,4.2954,-0.326239,4.221,4.24716,-0.274096,4.30466,4.26189,-0.175178,4.2583,4.1959,-0.172462,4.17478,4.19971,-0.00392983,4.32477,4.29159,0.0242759,4.35878,4.29281,-0.844359,4.34071,4.33868,-0.288975,4.15063,4.11533,All
48.8182,0.892005,0.852197,19.6667,0.293794,0.296008,73.8889,-0.244578,-0.332318,9.65253,0.358217,0.461998,105.475,0.649182,0.546106,4.09293,-0.710811,-0.812695,259.434,0.408566,0.478105,22.9091,0.721613,0.588801,32.1172,0.638017,0.560167,94.4949,0.567828,0.547415,10.9707,0.496995,0.615961,4.98485,0.384502,0.454391,7.25051,0.223177,0.200363,141.606,0.563091,0.518005,4.7899,0.300115,0.342999,502.758,0.584285,0.498461,63.3899,0.733664,0.199795,29.7525,0.403075,0.464087,102.917,0.474178,0.612477,-0.515424,1.14627,1.13328,-0.127501,0.648464,0.657187,-1.12617,1.24536,1.34519,-0.163994,0.676348,0.66317,-0.296253,0.709419,0.569153,-0.256876,0.365252,0.355139,-0.162542,0.361909,0.432506,-0.1582,0.39058,0.403048,0.00843153,0.557404,0.542107,0.0597761,0.539337,0.533116,-0.810883,0.932939,1.10574,-0.267375,0.218604,0.469708,48.8182,4.27257,4.3033,19.6667,4.31469,4.28813,73.8889,4.29152,4.2254,9.65253,4.29156,4.324,105.475,4.30312,4.29148,4.09293,4.14893,4.2014,259.434,4.25853,4.37535,22.9091,4.30081,4.29773,32.1172,4.28478,4.30141,94.4949,4.30959,4.29166,10.9707,4.17454,4.3316,4.98485,4.31135,4.31075,7.25051,4.39938,4.30187,141.606,4.3369,4.29613,4.7899,4.26513,4.27364,502.758,4.28869,4.29403,63.3899,4.42301,4.21081,29.7525,4.25124,4.3106,102.917,4.41827,4.42971,-0.515424,4.30143,4.30374,-0.127501,4.30335,4.29289,-1.12617,4.30295,4.33419,-0.163994,4.34058,4.29459,-0.296253,4.25388,4.25137,-0.256876,4.30145,4.26375,-0.162542,4.07893,4.20312,-0.1582,4.19649,4.20764,0.00843153,4.29055,4.29286,0.0597761,4.31588,4.29383,-0.810883,4.36112,4.33679,-0.267375,4.109,4.1286,All
49.5455,0.853213,0.83717,20,0.281053,0.276756,75.6667,-0.305092,-0.36941,9.77576,0.344075,0.455627,106.242,0.626064,0.543203,4.18788,-0.735224,-0.85981,265.03,0.425014,0.474596,23.2727,0.685962,0.600171,32.5152,0.492569,0.569381,95.8485,0.745709,0.55153,11.1212,0.519569,0.62979,5.04545,0.304204,0.447538,7.41515,0.201312,0.188459,142.182,0.57355,0.511577,4.89697,0.335579,0.321572,514.727,0.561051,0.496446,64.097,0.726456,0.206812,30.4758,0.367849,0.459931,104.815,0.503475,0.61865,-0.499602,1.14255,1.11553,-0.108594,0.654522,0.640302,-1.07389,1.23238,1.30748,-0.124891,0.650535,0.631012,-0.266266,0.502818,0.566896,-0.239657,0.360461,0.367951,-0.149906,0.43009,0.441897,-0.143937,0.335503,0.416686,0.0207929,0.513818,0.536304,0.0952764,0.519903,0.526304,-0.777406,0.945975,1.08236,-0.245774,0.57992,0.476042,49.5455,4.27112,4.30273,20,4.33525,4.28785,75.6667,4.26555,4.22261,9.77576,4.27737,4.3264,106.242,4.26517,4.29109,4.18788,4.15468,4.19828,265.03,4.28234,4.37957,23.2727,4.29939,4.2994,32.5152,4.34231,4.30852,95.8485,4.34606,4.29207,11.1212,4.21121,4.33966,5.04545,4.27599,4.31216,7.41515,4.39288,4.30222,142.182,4.35941,4.2971,4.89697,4.26767,4.27175,514.727,4.28073,4.29413,64.097,4.42878,4.21244,30.4758,4.23878,4.31155,104.815,4.47809,4.44283,-0.499602,4.32804,4.30337,-0.108594,4.29979,4.2927,-1.07389,4.30375,4.33218,-0.124891,4.33337,4.29378,-0.266266,4.27296,4.25558,-0.239657,4.29447,4.26561,-0.149906,4.20237,4.21035,-0.143937,4.23008,4.21557,0.0207929,4.25815,4.29413,0.0952764,4.27404,4.29485,-0.777406,4.37775,4.3349,-0.245774,4.1301,4.14188,All
