trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,split
56.8182,0.525259,0.51557,23.3333,0.142729,0.101565,93.4444,-0.391294,-0.366983,11.0081,0.125933,0.35186,113.919,0.409889,0.421512,5.13737,-0.513778,-0.771236,320.99,0.544333,0.395821,26.9091,0.587162,0.523281,36.4949,0.477523,0.507377,109.384,0.516223,0.450244,12.6263,0.631034,0.585441,5.65152,0.408386,0.295942,9.06162,0.10291,0.114895,147.939,0.34442,0.390091,5.96768,0.115174,0.129493,634.424,0.199272,0.385536,71.1677,0.201592,0.19701,37.7081,0.288912,0.315156,123.795,0.709082,0.619614,56.8182,4.3728,4.40605,23.3333,4.32068,4.277,93.4444,4.04425,4.03665,11.0081,4.19331,4.3949,113.919,4.24596,4.3689,5.13737,3.94381,3.8574,320.99,4.49256,4.4047,26.9091,4.4908,4.45196,36.4949,4.36092,4.44434,109.384,4.43879,4.39465,12.6263,4.46548,4.48362,5.65152,4.46497,4.35577,9.06162,4.22067,4.27716,147.939,4.26978,4.37455,5.96768,4.22684,4.24055,634.424,4.26086,4.36332,71.1677,4.67913,4.31262,37.7081,4.31643,4.34847,123.795,4.44831,4.50423,All
57.5455,0.508474,0.504768,23.6667,0.125204,0.0885243,95.2222,-0.405424,-0.389516,11.1313,0.119378,0.34926,114.687,0.329711,0.422045,5.23232,-0.529911,-0.800999,326.586,0.535261,0.395185,27.2727,0.540561,0.530656,36.8929,0.494401,0.514813,110.737,0.495726,0.453421,12.7768,0.730893,0.596104,5.71212,0.361109,0.291085,9.22626,0.0905388,0.107413,148.515,0.390698,0.388468,6.07475,0.152475,0.115578,646.394,0.185871,0.384692,71.8747,0.197379,0.202674,38.4313,0.29852,0.311931,125.693,0.719265,0.629103,57.5455,4.4225,4.40364,23.6667,4.30008,4.27257,95.2222,4.03785,4.02666,11.1313,4.19414,4.39536,114.687,4.31222,4.36762,5.23232,3.9329,3.84421,326.586,4.49083,4.40538,27.2727,4.48165,4.45663,36.8929,4.4652,4.44924,110.737,4.44247,4.39565,12.7768,4.44777,4.48989,5.71212,4.41976,4.35463,9.22626,4.21093,4.27451,148.515,4.31686,4.37396,6.07475,4.19087,4.23359,646.394,4.25193,4.36275,71.8747,4.68019,4.31447,38.4313,4.35013,4.34734,125.693,4.48448,4.50983,All
58.2727,0.531793,0.493967,24,0.107679,0.0754836,97,-0.416882,-0.412049,11.2545,0.112824,0.346659,115.455,0.349016,0.422578,5.32727,-0.546232,-0.830761,332.182,0.518525,0.39455,27.6364,0.468693,0.538032,37.2909,0.575446,0.522249,112.091,0.318654,0.456599,12.9273,0.695288,0.606767,5.77273,0.31697,0.286228,9.39091,0.078436,0.0999316,149.091,0.430243,0.386846,6.18182,0.185228,0.101663,658.364,0.175069,0.383848,72.5818,0.193166,0.208339,39.1545,0.310784,0.308706,127.591,0.720913,0.638592,58.2727,4.44542,4.40122,24,4.27948,4.26814,97,4.0319,4.01666,11.2545,4.19498,4.39582,115.455,4.3498,4.36633,5.32727,3.92161,3.83101,332.182,4.48495,4.40607,27.6364,4.46692,4.4613,37.2909,4.45188,4.45415,112.091,4.45959,4.39665,12.9273,4.46652,4.49615,5.77273,4.37337,4.3535,9.39091,4.20267,4.27186,149.091,4.36904,4.37338,6.18182,4.14827,4.22662,658.364,4.24423,4.36217,72.5818,4.68126,4.31631,39.1545,4.38122,4.3462,127.591,4.51969,4.51544,All
59,0.578502,0.483165,24.3333,0.093261,0.062443,98.7778,-0.41952,-0.434582,11.3778,0.10627,0.344058,116.222,0.407385,0.423111,5.42222,-0.56261,-0.860523,337.778,0.498353,0.393914,28,0.396824,0.545407,37.6889,0.429627,0.529685,113.444,0.428236,0.459776,13.0778,0.669247,0.61743,5.83333,0.279812,0.281371,9.55556,0.0666989,0.0924499,149.667,0.448224,0.385224,6.28889,0.18962,0.0877476,670.333,0.170864,0.383004,73.2889,0.188953,0.214003,39.8778,0.324422,0.305481,129.489,0.698422,0.648082,59,4.41722,4.39881,24.3333,4.26427,4.26371,98.7778,4.02745,4.00667,11.3778,4.19582,4.39628,116.222,4.34835,4.36505,5.42222,3.91015,3.81781,337.778,4.47692,4.40675,28,4.4522,4.46597,37.6889,4.44677,4.45905,113.444,4.40107,4.39765,13.0778,4.47888,4.50242,5.83333,4.3347,4.35236,9.55556,4.19641,4.2692,149.667,4.41335,4.3728,6.28889,4.12967,4.21965,670.333,4.23946,4.3616,73.2889,4.68233,4.31815,39.8778,4.41015,4.34507,129.489,4.53782,4.52104,All
59.7273,0.578535,0.472363,24.6667,0.0788432,0.0494023,100.556,-0.422158,-0.457115,11.501,0.0997152,0.341457,116.99,0.402319,0.423644,5.51717,-0.579176,-0.890286,343.374,0.475759,0.393279,28.3636,0.480734,0.552782,38.0869,0.481656,0.537121,114.798,0.454024,0.462953,13.2283,0.713071,0.628092,5.89394,0.248365,0.276514,9.7202,0.0552526,0.0849682,150.242,0.46036,0.383602,6.39596,0.1647,0.0738325,682.303,0.169301,0.382159,73.996,0.184741,0.219667,40.601,0.338907,0.302255,131.387,0.6536,0.657571,59.7273,4.38397,4.39639,24.6667,4.24905,4.25927,100.556,4.02301,3.99667,11.501,4.19665,4.39674,116.99,4.33617,4.36377,5.51717,3.89818,3.80461,343.374,4.46693,4.40743,28.3636,4.4389,4.47063,38.0869,4.50138,4.46396,114.798,4.41713,4.39865,13.2283,4.47522,4.50869,5.89394,4.30235,4.35123,9.7202,4.19166,4.26655,150.242,4.44724,4.37221,6.39596,4.13873,4.21269,682.303,4.23587,4.36102,73.996,4.68339,4.31999,40.601,4.43531,4.34394,131.387,4.52849,4.52664,All
60.4545,0.514047,0.461562,25,0.0644253,0.0363616,102.333,-0.424796,-0.479648,11.6242,0.0946301,0.338856,117.758,0.345149,0.424177,5.61212,-0.595742,-0.920048,348.97,0.452742,0.392643,28.7273,0.564643,0.560157,38.4848,0.720147,0.544557,116.152,0.415231,0.46613,13.3788,0.767856,0.638755,5.95455,0.231961,0.271657,9.88485,0.0438064,0.0774864,150.818,0.464458,0.381979,6.50303,0.120526,0.0599175,694.273,0.167737,0.381315,74.703,0.180528,0.225331,41.3242,0.353308,0.29903,133.285,0.596109,0.66706,60.4545,4.35701,4.39398,25,4.23383,4.25484,102.333,4.01856,3.98668,11.6242,4.19936,4.3972,117.758,4.34126,4.36248,5.61212,3.8862,3.79141,348.97,4.45592,4.40812,28.7273,4.4256,4.4753,38.4848,4.49999,4.46886,116.152,4.36676,4.39966,13.3788,4.48165,4.51496,5.95455,4.28665,4.3501,9.88485,4.18692,4.2639,150.818,4.4668,4.37163,6.50303,4.16605,4.20572,694.273,4.23228,4.36045,74.703,4.68446,4.32184,41.3242,4.45986,4.34281,133.285,4.49905,4.53224,All
61.1818,0.442644,0.45076,25.3333,0.0547729,0.023321,104.111,-0.427434,-0.502181,11.7475,0.0955442,0.336255,118.525,0.321877,0.42471,5.70707,-0.612308,-0.949811,354.566,0.430302,0.392008,29.0909,0.621523,0.567533,38.8828,0.673434,0.551993,117.505,0.54671,0.469307,13.5293,0.776791,0.649418,6.01515,0.217229,0.2668,10.0495,0.0324653,0.0700047,151.394,0.461722,0.380357,6.6101,0.0692235,0.0460024,706.242,0.166173,0.380471,75.4101,0.176315,0.230995,42.0475,0.366666,0.295805,135.183,0.53787,0.676549,61.1818,4.34909,4.39156,25.3333,4.2264,4.25041,104.111,4.01411,3.97668,11.7475,4.20973,4.39766,118.525,4.34723,4.3612,5.70707,3.87422,3.77821,354.566,4.44437,4.4088,29.0909,4.42524,4.47997,38.8828,4.49029,4.47377,117.505,4.43158,4.40066,13.5293,4.51839,4.52123,6.01515,4.2728,4.34896,10.0495,4.18271,4.26125,151.394,4.47376,4.37104,6.6101,4.20004,4.19876,706.242,4.22868,4.35987,75.4101,4.68553,4.32368,42.0475,4.48072,4.34168,135.183,4.46046,4.53785,All
61.9091,0.466641,0.439959,25.6667,0.0451204,0.0102803,105.889,-0.430073,-0.524714,11.8707,0.0964584,0.333654,119.293,0.328245,0.425243,5.80202,-0.628874,-0.979573,360.162,0.409716,0.391372,29.4545,0.597316,0.574908,39.2808,0.597686,0.559429,118.859,0.499566,0.472485,13.6798,0.75172,0.660081,6.07576,0.202497,0.261943,10.2141,0.0214577,0.062523,151.97,0.455831,0.378735,6.71717,0.0223729,0.0320873,718.212,0.164609,0.379627,76.1172,0.172102,0.236659,42.7707,0.378239,0.29258,137.081,0.490804,0.686039,61.9091,4.38693,4.38915,25.6667,4.21897,4.24598,105.889,4.00966,3.96669,11.8707,4.22011,4.39812,119.293,4.35261,4.35992,5.80202,3.86224,3.76501,360.162,4.43253,4.40949,29.4545,4.46374,4.48464,39.2808,4.49345,4.47867,118.859,4.41409,4.40166,13.6798,4.55797,4.52749,6.07576,4.25895,4.34783,10.2141,4.18014,4.2586,151.97,4.4749,4.37046,6.71717,4.22962,4.19179,718.212,4.22509,4.35929,76.1172,4.68659,4.32552,42.7707,4.49897,4.34054,137.081,4.42396,4.54345,All
62.6364,0.47099,0.429157,26,0.035468,-0.00276036,107.667,-0.432711,-0.547247,11.9939,0.0973725,0.331053,120.061,0.356705,0.425776,5.89697,-0.64544,-1.00934,365.758,0.390626,0.390737,29.8182,0.573109,0.582283,39.6788,0.673486,0.566865,120.212,0.416132,0.475662,13.8303,0.726176,0.670744,6.13636,0.1964,0.257086,10.3788,0.0106268,0.0550413,152.545,0.444168,0.377113,6.82424,-0.0127545,0.0181723,730.182,0.163046,0.378782,76.8242,0.167889,0.242323,43.4939,0.387242,0.289355,138.979,0.466253,0.695528,62.6364,4.40976,4.38673,26,4.21154,4.24155,107.667,4.00521,3.9567,11.9939,4.23048,4.39858,120.061,4.35636,4.35863,5.89697,3.85026,3.75181,365.758,4.42057,4.41017,29.8182,4.50223,4.48931,39.6788,4.51061,4.48358,120.212,4.39296,4.40266,13.8303,4.56034,4.53376,6.13636,4.25467,4.34669,10.3788,4.17839,4.25595,152.545,4.46458,4.36987,6.82424,4.24779,4.18483,730.182,4.2215,4.35872,76.8242,4.68766,4.32736,43.4939,4.51446,4.33941,138.979,4.40017,4.54905,All
63.3636,0.421065,0.418355,26.3333,0.0276517,-0.015801,109.444,-0.429663,-0.56978,12.1172,0.0988162,0.328452,120.828,0.384314,0.426309,5.99192,-0.662006,-1.0391,371.354,0.373786,0.390101,30.1818,0.546855,0.589658,40.0768,0.697971,0.574301,121.566,0.44318,0.478839,13.9808,0.707674,0.681407,6.19697,0.196059,0.252229,10.5434,8.85544e-06,0.0475595,153.121,0.43172,0.37549,6.93131,-0.0365387,0.00425721,742.152,0.161482,0.377938,77.5313,0.163676,0.247987,44.2172,0.393577,0.286129,140.877,0.470956,0.705017,63.3636,4.39471,4.38432,26.3333,4.20982,4.23712,109.444,4.00176,3.9467,12.1172,4.24143,4.39904,120.828,4.35801,4.35735,5.99192,3.83828,3.73861,371.354,4.40854,4.41085,30.1818,4.51839,4.49398,40.0768,4.51144,4.48848,121.566,4.42829,4.40366,13.9808,4.5315,4.54003,6.19697,4.25676,4.34556,10.5434,4.17757,4.25329,153.121,4.45239,4.36929,6.93131,4.25482,4.17786,742.152,4.2179,4.35814,77.5313,4.68873,4.32921,44.2172,4.52729,4.33828,140.877,4.39564,4.55465,All
64.0909,0.344662,0.407554,26.6667,0.0198354,-0.0288417,111.222,-0.424204,-0.592313,12.2404,0.10353,0.325852,121.596,0.40586,0.426841,6.08687,-0.678571,-1.06886,376.949,0.357457,0.389466,30.5455,0.518556,0.597034,40.4747,0.605788,0.581737,122.919,0.477954,0.482016,14.1313,0.693031,0.692069,6.25758,0.203363,0.247372,10.7081,-0.0105686,0.0400778,153.697,0.417537,0.373868,7.03838,-0.0510009,-0.00965785,754.121,0.159918,0.377094,78.2384,0.159463,0.253651,44.9404,0.397349,0.282904,142.775,0.498274,0.714506,64.0909,4.35147,4.38191,26.6667,4.2081,4.23268,111.222,3.99872,3.93671,12.2404,4.256,4.3995,121.596,4.35802,4.35606,6.08687,3.8263,3.72541,376.949,4.39653,4.41154,30.5455,4.51221,4.49865,40.4747,4.49074,4.49339,122.919,4.40538,4.40467,14.1313,4.49482,4.5463,6.25758,4.26733,4.34443,10.7081,4.17692,4.25064,153.697,4.43564,4.36871,7.03838,4.25251,4.1709,754.121,4.21431,4.35757,78.2384,4.68979,4.33105,44.9404,4.53755,4.33715,142.775,4.40622,4.56026,All
64.8182,0.443192,0.396752,27,0.0120191,-0.0418824,113,-0.416837,-0.614847,12.3636,0.111201,0.323251,122.364,0.422237,0.427374,6.18182,-0.695137,-1.09862,382.545,0.34328,0.38883,30.9091,0.490256,0.604409,40.8727,0.549301,0.589173,124.273,0.465427,0.485193,14.2818,0.67872,0.702732,6.31818,0.213135,0.242516,10.8727,-0.0209167,0.0325961,154.273,0.403834,0.372246,7.14545,-0.0581622,-0.0235729,766.091,0.158354,0.37625,78.9455,0.155251,0.259315,45.6636,0.397272,0.279679,144.673,0.5444,0.723996,64.8182,4.36094,4.37949,27,4.20637,4.22825,113,3.99605,3.92671,12.3636,4.27292,4.39996,122.364,4.35667,4.35478,6.18182,3.81433,3.71221,382.545,4.38461,4.41222,30.9091,4.50603,4.50332,40.8727,4.47668,4.49829,124.273,4.31439,4.40567,14.2818,4.47207,4.55257,6.31818,4.28064,4.34329,10.8727,4.17718,4.24799,154.273,4.41866,4.36812,7.14545,4.24267,4.16393,766.091,4.21072,4.35699,78.9455,4.69086,4.33289,45.6636,4.54379,4.33601,144.673,4.42948,4.56586,All
65.5455,0.421677,0.38595,27.3333,0.00420286,-0.054923,114.778,-0.407987,-0.63738,12.4869,0.121641,0.32065,123.131,0.433158,0.427907,6.27677,-0.710675,-1.12839,388.141,0.32975,0.388195,31.2727,0.489007,0.611784,41.2707,0.594567,0.596609,125.626,0.430066,0.488371,14.4323,0.663511,0.713395,6.37879,0.227726,0.237659,11.0374,-0.0311582,0.0251143,154.848,0.390665,0.370624,7.25253,-0.0600436,-0.037488,778.061,0.156791,0.375405,79.6525,0.151038,0.264979,46.3869,0.396313,0.276454,146.571,0.602272,0.733485,65.5455,4.34549,4.37708,27.3333,4.20465,4.22382,114.778,3.99366,3.91672,12.4869,4.29204,4.40042,123.131,4.3539,4.3535,6.27677,3.80382,3.69901,388.141,4.37277,4.4129,31.2727,4.48384,4.50799,41.2707,4.48128,4.5032,125.626,4.26016,4.40667,14.4323,4.47217,4.55883,6.37879,4.2993,4.34216,11.0374,4.17783,4.24534,154.848,4.40141,4.36754,7.25253,4.2271,4.15697,778.061,4.20712,4.35642,79.6525,4.69193,4.33473,46.3869,4.54912,4.33488,146.571,4.46081,4.57146,All
66.2727,0.383687,0.375149,27.6667,-0.00361343,-0.0679637,116.556,-0.399137,-0.659913,12.6101,0.132081,0.318049,123.899,0.436066,0.42844,6.37172,-0.72597,-1.15815,393.737,0.317995,0.387559,31.6364,0.496775,0.619159,41.6687,0.689676,0.604045,126.98,0.390004,0.491548,14.5828,0.648327,0.724058,6.43939,0.246037,0.232802,11.202,-0.0412697,0.0176326,155.424,0.378607,0.369002,7.3596,-0.0586663,-0.051403,790.03,0.155227,0.374561,80.3596,0.146825,0.270643,47.1101,0.395273,0.273229,148.469,0.666365,0.742974,66.2727,4.35754,4.37466,27.6667,4.20293,4.21939,116.556,3.99127,3.90673,12.6101,4.31115,4.40088,123.899,4.34913,4.35221,6.37172,3.79367,3.68581,393.737,4.36121,4.41359,31.6364,4.45631,4.51265,41.6687,4.49492,4.5081,126.98,4.27673,4.40767,14.5828,4.48819,4.5651,6.43939,4.32209,4.34102,11.202,4.1789,4.24269,155.424,4.38468,4.36695,7.3596,4.20762,4.15,790.03,4.20353,4.35584,80.3596,4.69299,4.33657,47.1101,4.55435,4.33375,148.469,4.49665,4.57706,All
67,0.384933,0.364347,28,-0.0114297,-0.0810044,118.333,-0.390286,-0.682446,12.7333,0.142522,0.315448,124.667,0.438974,0.428973,6.46667,-0.741265,-1.18791,399.333,0.307519,0.386924,32,0.504543,0.626535,42.0667,0.774323,0.611481,128.333,0.359267,0.494725,14.7333,0.63434,0.734721,6.5,0.266352,0.227945,11.3667,-0.0507555,0.0101509,156,0.366947,0.367379,7.46667,-0.0564768,-0.0653181,802,0.155383,0.373717,81.0667,0.142612,0.276307,47.8333,0.388508,0.270004,150.367,0.730818,0.752464,67,4.42924,4.37225,28,4.2012,4.21496,118.333,3.98888,3.89673,12.7333,4.33027,4.40134,124.667,4.34437,4.35093,6.46667,3.78351,3.67261,399.333,4.34997,4.41427,32,4.42878,4.51732,42.0667,4.50647,4.51301,128.333,4.33736,4.40867,14.7333,4.51375,4.57137,6.5,4.3471,4.33989,11.3667,4.17995,4.24004,156,4.36812,4.36637,7.46667,4.18612,4.14304,802,4.20046,4.35527,81.0667,4.69406,4.33842,47.8333,4.55318,4.33262,150.367,4.53309,4.58267,All
67.7273,0.32107,0.353546,28.3333,-0.022136,-0.094045,120.111,-0.381436,-0.704979,12.8566,0.152962,0.312847,125.434,0.437074,0.429506,6.56162,-0.756559,-1.21767,404.929,0.298451,0.386288,32.3636,0.528964,0.63391,42.4646,0.801663,0.618917,129.687,0.348394,0.497902,14.8838,0.622484,0.745384,6.56061,0.291229,0.223088,11.5313,-0.0602412,0.00266915,156.576,0.356606,0.365757,7.57374,-0.0543873,-0.0792332,813.97,0.158965,0.372873,81.7737,0.138399,0.281971,48.5566,0.381743,0.266778,152.265,0.789268,0.761953,67.7273,4.3892,4.36983,28.3333,4.19975,4.21052,120.111,3.98649,3.88674,12.8566,4.34939,4.4018,125.434,4.33847,4.34965,6.56162,3.77336,3.65942,404.929,4.33917,4.41495,32.3636,4.42835,4.52199,42.4646,4.50735,4.51791,129.687,4.39325,4.40968,14.8838,4.54169,4.57764,6.56061,4.37719,4.33876,11.5313,4.181,4.23738,156.576,4.35243,4.36579,7.57374,4.16418,4.13607,813.97,4.19845,4.35469,81.7737,4.69513,4.34026,48.5566,4.55201,4.33149,152.265,4.56617,4.58827,All
68.4545,0.263978,0.342744,28.6667,-0.0328424,-0.107086,121.889,-0.372586,-0.727512,12.9798,0.163402,0.310246,126.202,0.429634,0.430039,6.65657,-0.771854,-1.24743,410.525,0.289534,0.385653,32.7273,0.553384,0.641285,42.8626,0.773849,0.626353,131.04,0.365816,0.501079,15.0343,0.613876,0.756046,6.62121,0.317296,0.218231,11.696,-0.069727,-0.00481258,157.152,0.346565,0.364135,7.68081,-0.0560268,-0.0931482,825.939,0.162548,0.372028,82.4808,0.134186,0.287635,49.2798,0.374978,0.263553,154.163,0.83557,0.771442,68.4545,4.32399,4.36742,28.6667,4.1983,4.20609,121.889,3.98411,3.87674,12.9798,4.36851,4.40226,126.202,4.33133,4.34836,6.65657,3.7632,3.64622,410.525,4.32844,4.41564,32.7273,4.42792,4.52666,42.8626,4.49828,4.52282,131.04,4.41278,4.41068,15.0343,4.56592,4.58391,6.62121,4.40861,4.33762,11.696,4.18204,4.23473,157.152,4.337,4.3652,7.68081,4.14423,4.12911,825.939,4.19643,4.35412,82.4808,4.69619,4.3421,49.2798,4.55084,4.33035,154.163,4.59193,4.59387,All
69.1818,0.263548,0.331942,29,-0.0435487,-0.120126,123.667,-0.362526,-0.750045,13.103,0.173842,0.307645,126.97,0.41701,0.430572,6.75152,-0.787148,-1.2772,416.121,0.282998,0.385017,33.0909,0.575137,0.64866,43.2606,0.712404,0.633789,132.394,0.406531,0.504257,15.1848,0.609388,0.766709,6.68182,0.345574,0.213374,11.8606,-0.0792127,-0.0122943,157.727,0.337358,0.362513,7.78788,-0.0588782,-0.107063,837.909,0.16613,0.371184,83.1879,0.129974,0.293299,50.003,0.366129,0.260328,156.061,0.88137,0.780931,69.1818,4.28705,4.365,29,4.19685,4.20166,123.667,3.98203,3.86675,13.103,4.38762,4.40272,126.97,4.32311,4.34708,6.75152,3.75304,3.63302,416.121,4.31946,4.41632,33.0909,4.43008,4.53133,43.2606,4.48376,4.52772,132.394,4.39828,4.41168,15.1848,4.58352,4.59017,6.68182,4.4425,4.33649,11.8606,4.18309,4.23208,157.727,4.32232,4.36462,7.78788,4.12492,4.12214,837.909,4.19441,4.35354,83.1879,4.69726,4.34394,50.003,4.54693,4.32922,156.061,4.61738,4.59947,All
69.9091,0.420922,0.321141,29.3333,-0.0565987,-0.133167,125.444,-0.352385,-0.772578,13.2263,0.184283,0.305044,127.737,0.404386,0.431105,6.84646,-0.802443,-1.30696,421.717,0.28017,0.384382,33.4545,0.588888,0.656036,43.6586,0.641366,0.641225,133.747,0.45093,0.507434,15.3354,0.606612,0.777372,6.74242,0.37542,0.208517,12.0253,-0.0886985,-0.019776,158.303,0.328849,0.36089,7.89495,-0.0653466,-0.120978,849.879,0.169713,0.37034,83.8949,0.125761,0.298963,50.7263,0.354389,0.257103,157.959,0.911947,0.790421,69.9091,4.38021,4.36259,29.3333,4.19443,4.19723,125.444,3.97997,3.85675,13.2263,4.40674,4.40318,127.737,4.31489,4.34579,6.84646,3.74289,3.61982,421.717,4.31489,4.417,33.4545,4.44001,4.536,43.6586,4.4685,4.53263,133.747,4.38199,4.41268,15.3354,4.59829,4.59644,6.74242,4.47816,4.33535,12.0253,4.18414,4.22943,158.303,4.30862,4.36403,7.89495,4.10791,4.11518,849.879,4.1924,4.35297,83.8949,4.69833,4.34579,50.7263,4.5392,4.32809,157.959,4.6337,4.60508,All
70.6364,0.401594,0.310339,29.6667,-0.0696486,-0.146208,127.222,-0.342296,-0.795111,13.3495,0.194723,0.302444,128.505,0.387904,0.431638,6.94141,-0.812478,-1.33672,427.313,0.277342,0.383746,33.8182,0.602638,0.663411,44.0566,0.578628,0.648661,135.101,0.491672,0.510611,15.4859,0.605844,0.788035,6.80303,0.405991,0.20366,12.1899,-0.0981843,-0.0272578,158.879,0.320968,0.359268,8.00202,-0.0755445,-0.134893,861.848,0.173295,0.369496,84.602,0.121157,0.304627,51.4495,0.342649,0.253878,159.857,0.937482,0.79991,70.6364,4.3688,4.36018,29.6667,4.19202,4.1928,127.222,3.97791,3.84676,13.3495,4.42586,4.40364,128.505,4.306,4.34451,6.94141,3.74151,3.60662,427.313,4.31032,4.41769,33.8182,4.44993,4.54067,44.0566,4.45633,4.53753,135.101,4.37581,4.41368,15.4859,4.60962,4.60271,6.80303,4.51462,4.33422,12.1899,4.18519,4.22678,158.879,4.29579,4.36345,8.00202,4.09344,4.10821,861.848,4.19038,4.35239,84.602,4.68633,4.34763,51.4495,4.53148,4.32696,159.857,4.64701,4.61068,All
71.3636,0.327243,0.299538,30,-0.0826985,-0.159248,129,-0.332726,-0.817644,13.4727,0.207719,0.299843,129.273,0.367852,0.432171,7.03636,-0.815714,-1.36648,432.909,0.274515,0.383111,34.1818,0.609359,0.670786,44.4545,0.533593,0.656097,136.455,0.52787,0.513788,15.6364,0.608646,0.798698,6.86364,0.437588,0.198803,12.3545,-0.10767,-0.0347395,159.455,0.313086,0.357646,8.10909,-0.0861512,-0.148809,873.818,0.176271,0.368651,85.3091,0.116027,0.310291,52.1727,0.330909,0.250652,161.755,0.953319,0.809399,71.3636,4.34678,4.35776,30,4.18961,4.18836,129,3.97582,3.83677,13.4727,4.44607,4.4041,129.273,4.29657,4.34323,7.03636,3.75147,3.59342,432.909,4.30575,4.41837,34.1818,4.46092,4.54534,44.4545,4.44944,4.54244,136.455,4.37958,4.41468,15.6364,4.6146,4.60898,6.86364,4.55227,4.33309,12.3545,4.18624,4.22413,159.455,4.28296,4.36286,8.10909,4.07927,4.10125,873.818,4.18785,4.35182,85.3091,4.65682,4.34947,52.1727,4.52375,4.32582,161.755,4.65457,4.61628,All
